"orig_name","clean_name","match_cos","gvkey","cos_score"
"SRA INTERNATIONAL, INC.","sra intl inc","SRA INTERNATIONAL INC",147660,100
"ST JOE MINERALS CORPORATION","st joe minerals corp","ST JOE MINERALS CORP",9369,100
"ST JUDE MEDICAL INC","st jude medical inc","ST JUDE MEDICAL INC",9372,100
"STAMPS.COM INC","stampscom inc","STAMPS.COM INC",121673,100
"STAMPS.COM INC.","stampscom inc","STAMPS.COM INC",121673,100
"STAMPS.COM, INC.","stampscom inc","STAMPS.COM INC",121673,100
"STANADYNE INC","stanadyne inc","STANADYNE INC",9981,100
"STANDARD ENGERGY CORPORATION","standard engergy corp","STANDARD ENERGY CORP",9993,82.4219534575
"STANDARD OIL COMPANY","standard oil co","STANDARD OIL CO",10001,100
"Stanley, Inc.","stanley inc","STANLEY INC",174663,100
"STANLEY, INC.  PAC","stanley inc pac","STANLEY INC",174663,90.8119564204
"STAPLES INC","staples inc","STAPLES INC",15521,100
"STAR SCIENTIFIC INC","star scientific inc","START SCIENTIFIC INC",6683,90.9994074897
"STATION CASINOS INC","station casinos inc","STATION CASINOS INC",28317,100
"STATION CASINOS, INC","station casinos inc","STATION CASINOS INC",28317,100
"STATION CASINOS, INC.","station casinos inc","STATION CASINOS INC",28317,100
"STAUFFER CHEMICAL COMPANY","stauffer chemical co","STAUFFER CHEMICAL CO",10039,100
"STEPHAN COMPANY","stephan co","STEPHAN CO",22496,100
"STERICYCLE INC","stericycle inc","STERICYCLE INC",63527,100
"STERICYCLE, INC.","stericycle inc","STERICYCLE INC",63527,100
"STERLING DRUG INC","sterling drug inc","STERLING DRUG INC",10066,100
"STERLING DRUG, INC.","sterling drug inc","STERLING DRUG INC",10066,100
"STEWART-WARNER CORPORATION","stewart warner corp","STEWART-WARNER CORP",10088,100
"STEWART & STEVENSON SERVICES INC","stewart & stevenson services inc","STEWART & STEVENSON SERVICES",10085,99.3076525381
"STEWART & STEVENSON SERVICES INC GOOD","stewart & stevenson services inc good","STEWART & STEVENSON SERVICES",10085,91.4410352353
"STIMSONITE CORPORATION","stimsonite corp","STIMSONITE CORP",29414,100
"STOKELY-VAN CAMP INC","stokely van camp inc","STOKELY VAN CAMP INC",10091,100
"STONE & WEBSTER INC","stone & webster inc","STONE & WEBSTER INC",10092,100
"STONE CONTAINER CORPORATION","stone container corp","STONE CONTAINER CORP",10093,100
"STONE FOREST INDUSTRIES INCORPORATED","stone forest industries inc","STONE FOREST INDUSTRIES INC",15276,100
"STORAGE TECHNOLOGY CORPORATION","storage technology corp","STORAGE TECHNOLOGY CP",10097,89.9490812281
"STORER COMMUNICATIONS INCORPORATED","storer communications inc","STORER COMMUNICATIONS INC",13499,100
"STRATAGENE CORPORATION","stratagene corp","STRATAGENE CORP",160607,100
"STROH BREWERY COMPANY","stroh brewery co","STROH BREWERY CO",10122,100
"STV GROUP, INCORPORATED","stv group inc","STV GROUP INC",9338,100
"SUEZ WATER INC.","suez water inc","SUEZ",100557,81.8583060814
"SUMMA CORPORATION","summa corp","SUMMA MEDICAL CORP",10138,81.7594273705
"SUMMIT BANCORP","summit bancorp","SUMMIT BANCORP",10909,100
"SUMMIT BANCORPORATION","summit bancorporation","SUMMIT BANCORPORATION",10142,100
"SUMMIT HEALTH LTD","summit health ltd","SUMMIT HEALTH LTD",10144,100
"SUN BANCORP INC","sun bancorp inc","SUN BANCORP INC",19420,100
"SUN BANKS OF FLORIDA INC","sun banks of florida inc","FLORIDA BANKS INC",112965,85.842421099
"SUN HEALTHCARE GROUP INC","sun healthcare group inc","SUN HEALTHCARE GROUP INC",28543,100
"SUN MICROSYSTEMS INC","sun microsystems inc","SUN MICROSYSTEMS INC",12136,100
"Sun Microsystems Inc.","sun microsystems inc","SUN MICROSYSTEMS INC",12136,100
"SUNAMERICA INC","sunamerica inc","SUNAMERICA INC",6351,100
"SUNBEAM CORPORATION","sunbeam corp","SUNBEAM CORPORATION",1278,100
"SUNDSTRAND CORPORATION","sundstrand corp","SUNDSTRAND CORP",10163,100
"SUNEDISON, INC.","sunedison inc","SUNEDISON INC",60992,100
"Sunoco Inc.","sunoco inc","SUNOCO INC",10156,100
"SUNOCO INC.","sunoco inc","SUNOCO INC",10156,100
"SUNOVION PHARMACEUTICALS INC.","sunovion pharmaceuticals inc","INOVIO PHARMACEUTICALS INC",66697,82.3464724753
"SUNPOWER CORPORATION","sunpower corp","SUNPOWER CORP",165051,100
"SUNRISE MEDICAL (US) LLC","sunrise medical us llc","SUNRISE MEDICAL INC",10185,85.5302933684
"SUNRISE MEDICAL INC","sunrise medical inc","SUNRISE MEDICAL INC",10185,100
"SUNRUN INC","sunrun inc","SUNRUN INC",24905,100
"SUNRUN INC.","sunrun inc","SUNRUN INC",24905,100
"SunTrust Bank","suntrust bank","SUNTRUST BANKS INC",10187,82.8957145054
"SUNTRUST BANK","suntrust bank","SUNTRUST BANKS INC",10187,82.8957145054
"SUNTRUST BANKS INC","suntrust banks inc","SUNTRUST BANKS INC",10187,100
"SUNTRUST BANKS, INC","suntrust banks inc","SUNTRUST BANKS INC",10187,100
"SUPERIOR OIL COMPANY","superior oil co","SUPERIOR OIL CO",10197,100
"SUPERIOR TRAINING SERVICES","superior training services","SUPERIOR SERVICES INC",62339,81.8717915001
"SUPERVALU Inc","supervalu inc","SUPERVALU INC",10190,100
"SUPERVALU INC.","supervalu inc","SUPERVALU INC",10190,100
"SUPERVALU, INC","supervalu inc","SUPERVALU INC",10190,100
"SureWest Communications","surewest communications","SUREWEST COMMUNICATIONS",9242,100
"SUREWEST COMMUNICATIONS","surewest communications","SUREWEST COMMUNICATIONS",9242,100
"SURGICAL CARE AFFILIATES, INC.","surgical care affiliates inc","SURGICAL CARE AFFILIATES INC",18841,100
"SUSQUEHANNA BANCSHARES INC","susquehanna bancshares inc","SUSQUEHANNA BANCSHARES INC",17233,100
"SVB Financial Group","svb financial group","SVB FINANCIAL GROUP",17120,100
"SVB FINANCIAL GROUP","svb financial group","SVB FINANCIAL GROUP",17120,100
"SWIFT TRANSPORTATION CO INC","swift transportation co inc","SWIFT TRANSPORTATION CO INC",22532,100
"SWISHER INTERNATIONAL INC","swisher intl inc","SWISHER INTERNATIONAL INC",22121,100
"Symantec Corporation","symantec corp","SYMANTEC CORP",15855,100
"SYMANTEC CORPORATION","symantec corp","SYMANTEC CORP",15855,100
"Syngenta Corporation","syngenta corp","SYNGENTA AG",241216,84.2393317793
"SYNGENTA CORPORATION","syngenta corp","SYNGENTA AG",241216,84.2393317793
"SYNOVUS FINANCIAL CORP","synovus financial corp","SYNOVUS FINANCIAL CORP",13041,100
"Synovus Financial Corp.","synovus financial corp","SYNOVUS FINANCIAL CORP",13041,100
"SYNOVUS FINANCIAL CORP.","synovus financial corp","SYNOVUS FINANCIAL CORP",13041,100
"SYNTROLEUM CORPORATION","syntroleum corp","SYNTROLEUM CORP",64626,100
"SYSCO CORPORATION","sysco corp","SYSCO CORP",10247,100
"SYSCON CORPORATION","syscon corp","SYSCON CORP",10248,100
"SYSTEM ENERGY RESOURCES, INC","system energy resources inc","SYSTEM ENERGY RESOURCES INC",7365,100
"T-MOBILE USA INC.","t mobile usa inc","T-MOBILE US INC",17874,87.3633270723
"T-MOBILE USA, INC.","t mobile usa inc","T-MOBILE US INC",17874,87.3633270723
"T2 MEDICAL INC","t2 medical inc","T2 MEDICAL INC",14499,100
"TALEN ENERGY CORPORATION","talen energy corp","TALEN ENERGY CORP",156676,100
"TALLEY INDUSTRIES INC","talley industries inc","TALLEY INDUSTRIES INC",10323,100
"TANDEM COMPUTERS INCORPORATED","tandem computers inc","TANDEM COMPUTERS INC",10329,100
"Target Corporation","target corp","TARGET CORP",3813,100
"TARGET CORPORATION","target corp","TARGET CORP",3813,100
"TASTY BAKING COMPANY","tasty baking co","TASTY BAKING CO",10345,100
"TATE ARCHITECTURAL PROD INC","tate architectural prod inc","AMERICAN ARCHITECTURAL PROD",110063,81.1006866762
"TATE ARCHITECTURAL PROD, INC","tate architectural prod inc","AMERICAN ARCHITECTURAL PROD",110063,81.1006866762
"TAYLOR","taylor","TAYLOR INTERNATIONAL CORP",10350,88.7733414395
"TAYLOR MORRISON INC","taylor morrison inc","TAYLOR MORRISON HOME CORP",16653,89.4014432573
"TCF FINANCIAL CORPORATION","tcf financial corp","TCF FINANCIAL CORP",15363,100
"TD Ameritrade Holding Corporation","td ameritrade holding corp","TD AMERITRADE HOLDING CORP",64552,100
"TD AMERITRADE Holding Corporation","td ameritrade holding corp","TD AMERITRADE HOLDING CORP",64552,100
"TD AMERITRADE HOLDING CORPORATION","td ameritrade holding corp","TD AMERITRADE HOLDING CORP",64552,100
"TE CONNECTIVITY","te connectivity","TE CONNECTIVITY LTD",177267,93.8543752266
"TE CONNECTIVITY, INC.","te connectivity inc","TE CONNECTIVITY LTD",177267,92.6274740547
"TECO Energy","teco energy","TECO ENERGY INC",10277,97.2720917077
"TECO ENERGY INC","teco energy inc","TECO ENERGY INC",10277,100
"TECO ENERGY, INC.","teco energy inc","TECO ENERGY INC",10277,100
"TEKTRONIX INC","tektronix inc","TEKTRONIX INC",10391,100
"TELE-COMMUNICATIONS, INC","tele communications inc","TELEX COMMUNICATIONS INC",120493,86.6899618957
"TELECOM CORPORATION","telecom corp","INTELECOM CORP",6007,86.7898953085
"TELECOMMUNICATION SYSTEMS INC","telecommunication systems inc","TELECOMMUNICATION SYS INC",138613,84.1737235823
"TELECOMMUNICATION SYSTEMS INC.","telecommunication systems inc","TELECOMMUNICATION SYS INC",138613,84.1737235823
"Teledyne Technologies Incorporated","teledyne technologies inc","TELEDYNE TECHNOLOGIES INC",126721,100
"TELEDYNE TECHNOLOGIES INCORPORATED","teledyne technologies inc","TELEDYNE TECHNOLOGIES INC",126721,100
"TELEDYNE TECHNOLOGIES INCORPORATED PAC","teledyne technologies inc pac","TELEDYNE TECHNOLOGIES INC",126721,95.2380908963
"TELEPHONE ASSOCIATION; US","telephone association us","U S TELEPHONE INC",10973,81.3548772367
"TELOS CORPORATION","telos corp","TELOS CORPORATION",11824,100
"Temple-Inland Inc.","temple inland inc","TEMPLE-INLAND INC",10426,100
"TEMPLE-INLAND INC.","temple inland inc","TEMPLE-INLAND INC",10426,100
"Tenet Healthcare Corporation","tenet healthcare corp","TENET HEALTHCARE CORP",7750,100
"TENET HEALTHCARE CORPORATION","tenet healthcare corp","TENET HEALTHCARE CORP",7750,100
"TENNECO ENERGY INC","tenneco energy inc","TENNECO INC",10443,82.3702735981
"TENNECO INC","tenneco inc","TENNECO INC",10443,100
"TERADATA CORPORATION","teradata corp","TERADATA CORP",178310,100
"TEREX CORPORATION","terex corp","TEREX CORP",7991,100
"TERRA CHEMICALS INTERNATIONAL, INC.","terra chemicals intl inc","TERRA CHEMICALS INTL",10457,98.8098058913
"Teva Pharmaceuticals USA Inc.","teva pharmaceuticals usa inc","TEVA PHARMACEUTICALS",14538,91.3814039056
"TEVA PHARMACEUTICALS USA INC.","teva pharmaceuticals usa inc","TEVA PHARMACEUTICALS",14538,91.3814039056
"TEXACO INC","texaco inc","TEXACO INC",10482,100
"TEXAS-NEW MEXICO POWER COMPANY","texas new mexico power co","TEXAS NEW MEXICO POWER CO",10502,100
"TEXAS AMERICAN BANCSHARES INC","texas american bancshares inc","TEXAS AMERICAN BANCSHARES",10485,98.9043530587
"TEXAS COMMERCE BANCSHARES INC","texas commerce bancshares inc","TEXAS COMMERCE BANCSHARES",10488,99.0059790604
"TEXAS EASTERN GAS TRANSMISSION CO","texas eastern gas transmission co","TEXAS EASTERN TRANSMISSION",10491,93.9470878275
"TEXAS GAS TRANSMISSION CORPORATION","texas gas transmission corp","TEXAS GAS TRANSMISSION LLC",10495,91.576078091
"Texas Industries Inc.","texas industries inc","TEXAS INDUSTRIES INC",10498,100
"TEXAS INDUSTRIES, INC","texas industries inc","TEXAS INDUSTRIES INC",10498,100
"TEXAS INDUSTRIES, INC.","texas industries inc","TEXAS INDUSTRIES INC",10498,100
"TEXAS INSTRUMENTS INCORPORATED","texas instruments inc","TEXAS INSTRUMENTS INC",10499,100
"TEXAS OIL & GAS CORPORATION","texas oil & gas corp","TEXAS OIL & GAS CORP",10503,100
"TEXASGULF INC","texasgulf inc","TEXASGULF INC",10510,100
"TEXTRON INC","textron inc","TEXTRON INC",10519,100
"Textron Inc.","textron inc","TEXTRON INC",10519,100
"Textron, Inc.","textron inc","TEXTRON INC",10519,100
"TGI FRIDAY'S INCORPORATED","tgi fridays inc","TGI FRIDAY'S INC",10282,100
"THE ADT CORPORATION","the adt corp","ADT CORP",14438,85.3106583632
"The Bank of New York Mellon Corporatio","the bank of new york mellon corpratio","BANK OF NEW YORK MELLON CORP",2019,83.4342477299
"THE Bank of New York Mellon Corporatio","the bank of new york mellon corpratio","BANK OF NEW YORK MELLON CORP",2019,83.4342477299
"THE BANK OF NEW YORK MELLON CORPORATION","the bank of new york mellon corp","BANK OF NEW YORK MELLON CORP",2019,93.9653112428
"The Blackstone Group","the blackstone group","BLACKSTONE GROUP LP",177088,86.5418040884
"The Boeing Company","the boeing co","BOEING CO",2285,89.315376848
"THE BOEING COMPANY","the boeing co","BOEING CO",2285,89.315376848
"The Brink's Company","the brinks co","BRINKS CO",28590,87.1509681985
"THE BRINK'S COMPANY","the brinks co","BRINKS CO",28590,87.1509681985
"The Chubb Corporation","the chubb corp","CHUBB CORP",3024,89.5761495042
"THE CHUBB CORPORATION","the chubb corp","CHUBB CORP",3024,89.5761495042
"THE CLOROX COMPANY","the clorox co","CLOROX CO/DE",3121,83.5447091811
"THE COCA-COLA COMPANY","the coca cola co","COCA-COLA CO",3144,88.8842432158
"THE GEO GROUP INC.","the geo group inc","GEO GROUP INC",30536,86.646016391
"The GEO Group, Inc.","the geo group inc","GEO GROUP INC",30536,86.646016391
"THE GEO GROUP, INC.","the geo group inc","GEO GROUP INC",30536,86.646016391
"The Gillette Company","the gillette co","GILLETTE CO",5169,90.0351206125
"THE GOLDMAN SACHS GROUP INC","the goldman sachs group inc","GOLDMAN SACHS GROUP INC",114628,93.9648228787
"The Goldman Sachs Group Inc.","the goldman sachs group inc","GOLDMAN SACHS GROUP INC",114628,93.9648228787
"The Goldman Sachs Group Inc. Political","the goldman sachs group inc political","GOLDMAN SACHS GROUP INC",114628,83.4823588487
"The Goldman Sachs Group, Inc.","the goldman sachs group inc","GOLDMAN SACHS GROUP INC",114628,93.9648228787
"THE GOLDMAN SACHS GROUP, INC.","the goldman sachs group inc","GOLDMAN SACHS GROUP INC",114628,93.9648228787
"The Goodyear Tire & Rubber Company","the goodyear tire & rubber co","GOODYEAR TIRE & RUBBER CO",5234,95.7577629394
"THE GOODYEAR TIRE & RUBBER COMPANY","the goodyear tire & rubber co","GOODYEAR TIRE & RUBBER CO",5234,95.7577629394
"The Hartford Financial Services","the hartford financial services","HARTFORD FINANCIAL SERVICES",61739,94.3622669483
"THE HARTFORD FINANCIAL SERVICES","the hartford financial services","HARTFORD FINANCIAL SERVICES",61739,94.3622669483
"THE HARTFORD FINANCIAL SERVICES GROUP, INC.","the hartford financial services group inc","HARTFORD FINANCIAL SERVICES",61739,88.1534211048
"THE HERSHEY COMPANY","the hershey co","HERSHEY CO",5597,88.4478028849
"The Home Depot Inc.","the home depot inc","HOME DEPOT INC",5680,90.4297430409
"THE HOME DEPOT INC.","the home depot inc","HOME DEPOT INC",5680,90.4297430409
"THE HOWARD HUGHES CORPORATION","the howard hughes corp","HOWARD HUGHES CORP",185797,93.5446765554
"The IT Group","the it group","IT GROUP INC",6121,81.1843803346
"THE KRAFT HEINZ COMPANY","the kraft heinz co","KRAFT HEINZ CO",5568,93.9851197868
"THE KROGER CO.","the kroger co","KROGER CO",6502,88.5847113165
"The LTV Corporation","the ltv corp","LTV CORP",6531,84.8152643384
"THE MEDICINES COMPANY","the medicines co","MEDICINES CO",138608,87.8904710565
"THE MOSAIC COMPANY","the mosaic co","MOSAIC CO",162129,90.6040417921
"THE NASHUA PAC","the nashua pac","NASHUA CORP",7692,81.6587955595
"The Northwestern Mutual Life Insurance","the northwestern mutual life insurance","NORTHWESTERN MUTUAL LIFE INS",121633,84.901757538
"THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY","the northwestern mutual life insurance co","NORTHWESTERN MUTUAL LIFE INS",121633,84.0767285235
"The Phoenix Companies Inc.","the phoenix companies inc","PHOENIX COMPANIES INC",142462,93.5346311648
"THE PHOENIX COMPANIES, INC.","the phoenix companies inc","PHOENIX COMPANIES INC",142462,93.5346311648
"THE PRIVATEBANK (OR PRIVATEBANCORP)","the privatebank or privatebancorp","PRIVATEBANCORP INC",121816,92.3098508029
"The Procter & Gamble Company","the procter & gamble co","PROCTER & GAMBLE CO",8762,93.4030308444
"THE PROCTER & GAMBLE COMPANY","the procter & gamble co","PROCTER & GAMBLE CO",8762,93.4030308444
"THE SCOTTS MIRACLE-GRO COMPANY","the scotts miracle gro co","SCOTTS MIRACLE-GRO CO",20185,94.3730757312
"The ServiceMaster Company","the servicemaster co","SERVICEMASTER CO",9613,91.2164219617
"THE SERVICEMASTER COMPANY","the servicemaster co","SERVICEMASTER CO",9613,91.2164219617
"The Shaw Group Inc.","the shaw group inc","SHAW GROUP INC",29353,87.843868626
"THE SHAW GROUP INC.","the shaw group inc","SHAW GROUP INC",29353,87.843868626
"The SPECTRUM Group","the spectrum group","SPECTRUM GROUP INC",9938,89.5362296558
"THE SPECTRUM GROUP","the spectrum group","SPECTRUM GROUP INC",9938,89.5362296558
"THE TIMKEN COMPANY","the timken co","TIMKEN CO",10581,90.7911178363
"THE WENDY'S COMPANY","the wendys co","WENDY'S CO",3708,89.449081433
"THERMO FISHER SCIENTIFIC","thermo fisher scientific","THERMO FISHER SCIENTIFIC INC",10530,99.2904743157
"Thermo Fisher Scientific Inc.","thermo fisher scientific inc","THERMO FISHER SCIENTIFIC INC",10530,100
"THERMO FISHER SCIENTIFIC INC. PAC","thermo fisher scientific inc pac","THERMO FISHER SCIENTIFIC INC",10530,96.2298717335
"THIOKOL PAC","thiokol pac","THIOKOL CORP",10538,91.4191774098
"THIRD NATIONAL CORPORATION","third national corp","THIRD NATIONAL CORP",10539,100
"THOMSON MCKINNON SECURITIES INC","thomson mckinnon securities inc","THOMSON MCKINNON INC",10559,84.4804139376
"THOROUGHBRED OWNERS & BREEDERS ASSOC","thoroughbred owners & breeders assoc","INTL THOROUGHBRED BREEDERS",6124,83.8847547892
"THREE RIVERS BANCORP INC","three rivers bancorp inc","THREE RIVERS BANCORP INC",133685,100
"THRIFTY CORPORATION","thrifty corp","THRIFTY CORPORATION",10558,100
"THRIFTY PAYLESS INC","thrifty payless inc","THRIFTY PAYLESS HLDGS  -CL B",31779,83.4524924624
"THYSSENKRUPP BUDD COMPANY","thyssenkrupp budd co","THYSSENKRUPP BUDD CDA INC",15114,92.6558779737
"Tidewater Holdings Inc.","tidewater holdings inc","TIDEWATER INC",10565,84.5075808721
"TIDEWATER HOLDINGS INC.","tidewater holdings inc","TIDEWATER INC",10565,84.5075808721
"TIDEWATER HOLDINGS, INC.","tidewater holdings inc","TIDEWATER INC",10565,84.5075808721
"TIDEWATER INC","tidewater inc","TIDEWATER INC",10565,100
"TIDEWATER INC.","tidewater inc","TIDEWATER INC",10565,100
"TIGER INTERNATIONAL INC","tiger intl inc","TIGER INTERNATIONAL",10571,98.0716153813
"TIM JOHNSON","tim johnson","JOHNSON & JOHNSON",6266,82.3700856435
"TIME INC","time inc","TIME INC",19580,100
"Time Warner Cable Inc.","time warner cable inc","TIME WARNER CABLE INC",176404,100
"TIME WARNER CABLE INC.","time warner cable inc","TIME WARNER CABLE INC",176404,100
"TIME WARNER CABLE INC. PAC","time warner cable inc pac","TIME WARNER CABLE INC",176404,94.4581266871
"TIME WARNER INC","time warner inc","TIME WARNER INC",25056,100
"Time Warner Inc.","time warner inc","TIME WARNER INC",25056,100
"TIME WARNER INC.","time warner inc","TIME WARNER INC",25056,100
"TIME WARNER TELECOM INC","time warner telecom inc","TIME WARNER INC",25056,81.7465547181
"TIMEPLEX INC","timeplex inc","TIMEPLEX INC",10578,100
"TIMKEN COMPANY","timken co","TIMKEN CO",10581,100
"TIMKENSTEEL CORPORATION","timkensteel corp","TIMKENSTEEL CORP",20011,100
"TITAN CORPORATION, THE","titan corp the","TITAN CORP",10588,83.7084541504
"TITANIUM METALS CORPORATION","titanium metals corp","TITANIUM METALS CORP",62984,100
"TITANIUM METALS CORPORATION OF AMERICA","titanium metals corp of america","TITANIUM METALS CORP",62984,87.7841666861
"TODD SHIPYARDS CORPORATION","todd shipyards corp","TODD SHIPYARDS CORP",10597,100
"TOLEDO EDISON CO","toledo edison co","TOLEDO EDISON CO",10601,100
"TORCHMARK CORPORATION","torchmark corp","TORCHMARK CORP",10614,100
"TORO COMPANY","toro co","TORO CO",10618,100
"TOSCO CORPORATION","tosco corp","TOSCO CORP",10621,100
"TOTAL PETROLEUM INC","total petroleum inc","TOTAL PETROLEUM OF N AMERICA",10625,82.5321879025
"Total System Services, Inc.","total system services inc","TOTAL SYSTEM SERVICES INC",10631,100
"TOTAL SYSTEM SERVICES, INC.","total system services inc","TOTAL SYSTEM SERVICES INC",10631,100
